sr,title,link,guid,latitude,longitude,gid,monumentna,descriptio,location,district,state,asicircle,photo,mon_num,pb_name
2395,monuments2.fid-3f3c22b6_1667d4434db_4e19,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e19,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e19,15.314116,76.46869,6946,Bhojanasala or Pilgrims feeding place near the Octagonal pavilion on the Hampi road,Bhojanasala or Pilgrims feeding place near the Octagonal pavilion on the Hampi road,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH20.jpg,HMPKA20,BLY_9
2396,monuments2.fid-3f3c22b6_1667d4434db_4e1a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e1a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e1a,15.31367,76.472685,6947,Queen's Bath,Queen's Bath,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH44.jpg,HMPKA44,BLY_15
2397,monuments2.fid-3f3c22b6_1667d4434db_4e1b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e1b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e1b,15.313543,76.473608,6948,Water Tower of the city of Vijayanagara,Water Tower of the city of Vijayanagara,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH55.jpg,HMPKA55,BLY_15
2398,monuments2.fid-3f3c22b6_1667d4434db_4e1c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e1c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e1c,15.3139,76.474398,6949,Chandrasekara Temple,Chandrasekara Temple,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH21.jpg,HMPKA21,BLY_15
2399,monuments2.fid-3f3c22b6_1667d4434db_4e1d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e1d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e1d,15.315732,76.475695,6950,Octagonal Bath,Octagonal Bath,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH40.jpg,HMPKA40,BLY_15
2400,monuments2.fid-3f3c22b6_1667d4434db_4e1e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e1e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e1e,15.324759,76.487837,6951,RaghunathaSwamy Temple,RaghunathaSwamy Temple,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH76.jpg,HMPKA76,BLY_33
2401,monuments2.fid-3f3c22b6_1667d4434db_4e1f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e1f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e1f,15.320532,76.471384,6952,Lotus Mahal Pavilion,Lotus Mahal Pavilion,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH35.jpg,HMPKA35,BLY_15
2402,monuments2.fid-3f3c22b6_1667d4434db_4e20,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e20,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e20,15.321453,76.47033,6953,Guard's House in Zanana Enclosure (Treasury Building),Guard's House in Zanana Enclosure (Treasury Building),Kamalapuram,Bellary,Karnataka,Hampi Circle,PH52.jpg,HMPKA52,BLY_15
2403,monuments2.fid-3f3c22b6_1667d4434db_4e21,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e21,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e21,15.316784,76.471174,6954,Large Stone Door,Large Stone Door,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH32.jpg,HMPKA32,BLY_15
2404,monuments2.fid-3f3c22b6_1667d4434db_4e22,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e22,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e22,15.31718,76.467045,6955,Band Tower in Dannaika's Enclosure,Band Tower in Dannaika's Enclosure,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH14.jpg,HMPKA14,BLY_15
2405,monuments2.fid-3f3c22b6_1667d4434db_4e23,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e23,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e23,15.32133,76.472802,6956,Elephant's Stable,Elephant's Stable,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH23.jpg,HMPKA23,BLY_15
2406,monuments2.fid-3f3c22b6_1667d4434db_4e24,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e24,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e24,15.320911,76.474093,6957,Jain Temple with Inscriptions north east of Elephant's Stable,Jain Temple with Inscriptions north east of Elephant's Stable,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH29.jpg,HMPKA29,BLY_15
2407,monuments2.fid-3f3c22b6_1667d4434db_4e25,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e25,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e25,15.317271,76.467304,6958,Mosque in Dannaika's Enclosure,Mosque in Dannaika's Enclosure,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH36.jpg,HMPKA36,BLY_15
2408,monuments2.fid-3f3c22b6_1667d4434db_4e26,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e26,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e26,15.318346,76.470135,6959,Ruined Car street in front of Hazara Rama Temple,Ruined Car street in front of Hazara Rama Temple,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH46.jpg,HMPKA46,BLY_15
2409,monuments2.fid-3f3c22b6_1667d4434db_4e27,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e27,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e27,15.336909,76.48631,6960,Fort and Gateway on the Talarigatta road,Fort and Gateway on the Talarigatta road,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH72.jpg,HMPKA72,BLY_30
2410,monuments2.fid-3f3c22b6_1667d4434db_4e28,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e28,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e28,15.319656,76.471951,6961,Ranga Temple,Ranga Temple,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH54.jpg,HMPKA54,BLY_15
2411,monuments2.fid-3f3c22b6_1667d4434db_4e29,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e29,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e29,15.316213,76.470936,6962,Throne Platform,Throne Platform,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH27.jpg,HMPKA27,BLY_15
2412,monuments2.fid-3f3c22b6_1667d4434db_4e2a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e2a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e2a,15.320126,76.471892,6963,South east Watch Tower in Zanana Enclosure,South east Watch Tower in Zanana Enclosure,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH48.jpg,HMPKA48,BLY_15
2413,monuments2.fid-3f3c22b6_1667d4434db_4e2b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e2b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e2b,15.318794,76.46751,6964,Basement of large Ruined Building opposite to Muhammadan Mosque and also The platform north east of Dannaika's Enclosure,Basement of large Ruined Building opposite to Muhammadan Mosque and also The platform north east of Dannaika's Enclosure,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH15.jpg,HMPKA15,BLY_15
2414,monuments2.fid-3f3c22b6_1667d4434db_4e2c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e2c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e2c,15.315779,76.469911,6965,Basement of the Palace near small Under Ground Shrine Chamber,Basement of the Palace near small Under Ground Shrine Chamber,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH16.jpg,HMPKA16,BLY_15
2415,monuments2.fid-3f3c22b6_1667d4434db_4e2d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e2d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e2d,15.317347,76.46655,6966,Basement of a Palace in Dannaika's Enclosure,Basement of a Palace in Dannaika's Enclosure,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH17.jpg,HMPKA17,BLY_15
2416,monuments2.fid-3f3c22b6_1667d4434db_4e2e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e2e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e2e,15.321131,76.470929,6967,Basement of Queen’s Palace in Zanana Enclosure,Basement of Queen’s Palace in Zanana Enclosure,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH18.jpg,HMPKA18,BLY_15
2417,monuments2.fid-3f3c22b6_1667d4434db_4e2f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e2f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e2f,15.32186,76.472299,6968,Guard's House close to Elephant's Stable,Guard's House close to Elephant's Stable,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH24.jpg,HMPKA24,BLY_15
2418,monuments2.fid-3f3c22b6_1667d4434db_4e30,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e30,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e30,15.321664,76.470837,6969,North Watch Tower in Zanana Enclosure,North Watch Tower in Zanana Enclosure,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH39.jpg,HMPKA39,BLY_15
2419,monuments2.fid-3f3c22b6_1667d4434db_4e31,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e31,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e31,15.320704,76.472151,6970,Walls and Gate ways of Zanana Enclosure,Walls and Gate ways of Zanana Enclosure,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH53.jpg,HMPKA53B,BLY_15
2420,monuments2.fid-3f3c22b6_1667d4434db_4e32,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e32,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e32,15.320652,76.470182,6971,Walls and Gate ways of Zanana Enclosure,Walls and Gate ways of Zanana Enclosure,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH53.jpg,HMPKA53A,BLY_15
2421,monuments2.fid-3f3c22b6_1667d4434db_4e33,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e33,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e33,15.320747,76.471253,6972,Water Pavilion in Zanana Enclosure,Water Pavilion in Zanana Enclosure,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH51.jpg,HMPKA51,BLY_15
2422,monuments2.fid-3f3c22b6_1667d4434db_4e34,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e34,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e34,15.32137,76.474516,6973,Ruined Buildings of minor importance,Ruined Buildings of minor importance,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH45.jpg,HMPKA45,BLY_15
2423,monuments2.fid-3f3c22b6_1667d4434db_4e35,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e35,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e35,15.320202,76.469494,6974,Two Pillars and Group of Mortar wheels outside Zanana Enclosure,Two Pillars and Group of Mortar wheels outside Zanana Enclosure,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH49.jpg,HMPKA49,BLY_16
2424,monuments2.fid-3f3c22b6_1667d4434db_4e36,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e36,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e36,12.861723,76.486813,6976,Chandragupta Basti,Chandragupta Basti,Sravanabelgola,Hassan,Karnataka,Bangalore Circle,PH051.JPG,BLRKA051,BLR051
2425,monuments2.fid-3f3c22b6_1667d4434db_4e37,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e37,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e37,12.859598,76.488911,6977,Akkana Basti,Akkana Basti,Sravanabelgola,Hassan,Karnataka,Bangalore Circle,PH050.JPG,BLRKA050,BLR050
2426,monuments2.fid-3f3c22b6_1667d4434db_4e38,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e38,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e38,12.861648,76.486988,6978,Parsvanatha Basti,Parsvanatha Basti,Sravanabelgola,Hassan,Karnataka,Bangalore Circle,PH055.JPG,BLRKA055,BLR055
2427,monuments2.fid-3f3c22b6_1667d4434db_4e39,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e39,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e39,12.862023,76.48702,6979,Chavundaraya Basti,Chavundaraya Basti,Sravanabelgola,Hassan,Karnataka,Bangalore Circle,PH052.JPG,BLRKA052,BLR052
2428,monuments2.fid-3f3c22b6_1667d4434db_4e3a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e3a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e3a,13.137467,78.138152,6980,Somesvara Temple,Somesvara Temple,Kolar,Kolar,Karnataka,Bangalore Circle,PH060.JPG,BLRKA060,BLR060
2429,monuments2.fid-3f3c22b6_1667d4434db_4e3b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e3b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e3b,13.386971,77.698739,6981,Bhoganandishwara Temple,Bhoganandishwara Temple,Nandi Hills,Kolar,Karnataka,Bangalore Circle,PH062.JPG,BLRKA062,BLR062
2430,monuments2.fid-3f3c22b6_1667d4434db_4e3c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e3c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e3c,12.867764,76.633636,6982,Panchakuta Basti,Panchakuta Basti,Karnbadahalli,Mandya,Karnataka,Bangalore Circle,PH068.JPG,BLRKA068,BLR068
2431,monuments2.fid-3f3c22b6_1667d4434db_4e3d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e3d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e3d,12.364974,77.062294,6983,Lakshminarasihmaswamy Temple,Lakshminarasihmaswamy Temple,Marehalli,Mandya,Karnataka,Bangalore Circle,PH069.JPG,BLRKA069,BLR069
2432,monuments2.fid-3f3c22b6_1667d4434db_4e3e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e3e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e3e,14.512332,75.802056,6984,Harihareswara Temple,Harihareswara Temple,Harihar,Davangere,Karnataka,Bangalore Circle,PH030.JPG,BLRKA030,BLR030
2433,monuments2.fid-3f3c22b6_1667d4434db_4e3f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e3f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e3f,14.559488,76.049025,6985,"Hill, Fort and Ruined Palace","Hill, Fort and Ruined Palace",Uchchangidurg,Davangere,Karnataka,Bangalore Circle,PH034.JPG,BLRKA034,BLR034
2434,monuments2.fid-3f3c22b6_1667d4434db_4e40,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e40,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e40,13.734981,76.908257,6986,Malik Rihan Darga,Malik Rihan Darga,Sira,Tumkur,Karnataka,Bangalore Circle,PH126.JPG,BLRKA126,BLR126
2435,monuments2.fid-3f3c22b6_1667d4434db_4e41,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e41,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e41,13.087068,76.691008,6987,Onnakesava Temple,Onnakesava Temple,Nagalapura,Tumkur,Karnataka,Bangalore Circle,PH123.JPG,BLRKA123,BLR123
2436,monuments2.fid-3f3c22b6_1667d4434db_4e42,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e42,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e42,13.088204,76.693815,6988,Keadresvara temple,Keadresvara temple,Nagalapuram,Tumkur,Karnataka,Bangalore Circle,PH124.JPG,BLRKA124,BLR124
2437,monuments2.fid-3f3c22b6_1667d4434db_4e43,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e43,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e43,13.074989,75.005808,6989,Seventeen Jaina tombs at Mudabidri,Seventeen Jaina tombs at Mudabidri,Prantya,Udupi,Karnataka,Bangalore Circle,PH133.JPG,BLRKA133A,BLR133A
